Symbol,tDate,Price
CHTR,2021-12-21,644.33
CHTR,2021-12-22,639.79
CHTR,2021-12-23,648.3
CHTR,2021-12-27,652.35
CHTR,2021-12-28,655.79
CHTR,2021-12-29,656.28
CHTR,2021-12-30,657.23
CI,2021-12-16,218.67
CI,2021-12-17,219.62
CI,2021-12-20,217.0
CI,2021-12-21,220.24
CI,2021-12-22,222.33
CI,2021-12-23,225.89
CI,2021-12-27,227.86
CI,2021-12-28,230.54
CI,2021-12-29,231.65
CI,2021-12-30,230.75
CINF,2021-12-16,117.28
CINF,2021-12-17,113.0
CINF,2021-12-20,110.01
CINF,2021-12-21,111.54
CINF,2021-12-22,112.44
CINF,2021-12-23,112.34
CINF,2021-12-27,114.12
CINF,2021-12-28,114.83
CINF,2021-12-29,115.02
CINF,2021-12-30,113.67
CL,2021-12-16,83.95
CL,2021-12-17,82.48
CL,2021-12-20,82.52
CL,2021-12-21,82.09
CL,2021-12-22,82.46
CL,2021-12-23,82.79
CL,2021-12-27,83.91
CL,2021-12-28,84.46
CL,2021-12-29,84.91
CL,2021-12-30,84.59
CLX,2021-12-16,178.17
CLX,2021-12-17,174.16
CLX,2021-12-20,176.6
CLX,2021-12-21,171.16
CLX,2021-12-22,170.77
CLX,2021-12-23,169.83
CLX,2021-12-27,170.89
CLX,2021-12-28,171.93
CLX,2021-12-29,171.38
CLX,2021-12-30,172.32
CMA,2021-12-16,87.11
CMA,2021-12-17,83.74
CMA,2021-12-20,81.89
CMA,2021-12-21,84.79
CMA,2021-12-22,84.94
CMA,2021-12-23,85.3
CMA,2021-12-27,86.6
CMA,2021-12-28,86.72
CMA,2021-12-29,87.59
CMA,2021-12-30,87.02
CMCSA,2021-12-16,48.84
CMCSA,2021-12-17,48.75
CMCSA,2021-12-20,48.4
CMCSA,2021-12-21,48.86
CMCSA,2021-12-22,49.03
CMCSA,2021-12-23,50.03
CMCSA,2021-12-27,50.47
CMCSA,2021-12-28,50.51
CMCSA,2021-12-29,50.59
CMCSA,2021-12-30,50.59
CME,2021-12-16,229.09
CME,2021-12-17,224.78
CME,2021-12-20,221.91
CME,2021-12-21,225.2
CME,2021-12-22,227.2
CME,2021-12-23,228.96
CME,2021-12-27,229.43
CME,2021-12-28,230.12
CME,2021-12-29,229.11
CME,2021-12-30,228.66
CMG,2021-12-16,1678.97
CMG,2021-12-17,1683.84
CMG,2021-12-20,1679.84
CMG,2021-12-21,1723.89
CMG,2021-12-22,1744.66
CMG,2021-12-23,1748.67
CMG,2021-12-27,1766.24
CMG,2021-12-28,1752.91
CMG,2021-12-29,1748.6
CMG,2021-12-30,1747.22
CMI,2021-12-16,218.29
CMI,2021-12-17,211.03
CMI,2021-12-20,206.99
CMI,2021-12-21,211.76
CMI,2021-12-22,210.92
CMI,2021-12-23,213.97
CMI,2021-12-27,216.21
CMI,2021-12-28,217.53
CMI,2021-12-29,218.72
CMI,2021-12-30,217.84
CMS,2021-12-16,65.41
CMS,2021-12-17,64.18
CMS,2021-12-20,64.52
CMS,2021-12-21,63.73
CMS,2021-12-22,63.71
CMS,2021-12-23,63.52
CMS,2021-12-27,63.91
CMS,2021-12-28,64.54
CMS,2021-12-29,65.19
CMS,2021-12-30,65.1
CNC,2021-12-16,83.0
CNC,2021-12-17,83.02
CNC,2021-12-20,82.42
CNC,2021-12-21,82.99
CNC,2021-12-22,84.37
CNC,2021-12-23,84.72
CNC,2021-12-27,84.37
CNC,2021-12-28,84.45
CNC,2021-12-29,84.22
CNC,2021-12-30,83.99
CNP,2021-12-16,27.98
CNP,2021-12-17,26.98
CNP,2021-12-20,27.0
CNP,2021-12-21,27.3
CNP,2021-12-22,27.48
CNP,2021-12-23,27.52
CNP,2021-12-27,27.58
CNP,2021-12-28,27.85
CNP,2021-12-29,27.95
CNP,2021-12-30,27.83
COF,2021-12-16,148.02
COF,2021-12-17,144.08
COF,2021-12-20,138.35
COF,2021-12-21,143.51
COF,2021-12-22,143.73
COF,2021-12-23,145.1
COF,2021-12-27,145.89
COF,2021-12-28,146.2
COF,2021-12-29,145.59
COF,2021-12-30,145.49
COO,2021-12-16,394.87
COO,2021-12-17,393.47
COO,2021-12-20,389.73
COO,2021-12-21,395.79
COO,2021-12-22,404.62
COO,2021-12-23,411.21
COO,2021-12-27,420.03
COO,2021-12-28,420.41
COO,2021-12-29,420.68
COO,2021-12-30,424.02
COP,2021-12-16,71.502
COP,2021-12-17,68.42
COP,2021-12-20,68.41
COP,2021-12-21,70.484
COP,2021-12-22,70.883
COP,2021-12-23,70.993
COP,2021-12-27,73.007
COP,2021-12-28,72.918
COP,2021-12-29,72.718
COP,2021-12-30,72.08
COST,2021-12-16,552.63
COST,2021-12-17,547.61
COST,2021-12-20,548.56
COST,2021-12-21,545.43
COST,2021-12-22,549.67
COST,2021-12-23,550.37
COST,2021-12-27,563.47
COST,2021-12-28,564.64
COST,2021-12-29,567.77
COST,2021-12-30,563.91
CPB,2021-12-16,44.18
CPB,2021-12-17,43.12
CPB,2021-12-20,43.22
CPB,2021-12-21,42.3
CPB,2021-12-22,41.97
CPB,2021-12-23,41.96
CPB,2021-12-27,42.18
CPB,2021-12-28,43.36
CPB,2021-12-29,43.22
CPB,2021-12-30,43.15
CPRT,2021-12-16,146.23
CPRT,2021-12-17,143.12
CPRT,2021-12-20,141.96
CPRT,2021-12-21,143.53
CPRT,2021-12-22,145.4
CPRT,2021-12-23,146.18
CPRT,2021-12-27,148.73
CPRT,2021-12-28,149.75
CPRT,2021-12-29,150.84
CPRT,2021-12-30,151.08
CRL,2021-12-16,360.88
CRL,2021-12-17,362.95
CRL,2021-12-20,358.16
CRL,2021-12-21,361.03
CRL,2021-12-22,369.56
CRL,2021-12-23,369.2
CRL,2021-12-27,375.34
CRL,2021-12-28,371.96
CRL,2021-12-29,373.42
CRL,2021-12-30,375.88
CRM,2021-12-16,253.12
CRM,2021-12-17,252.93
CRM,2021-12-20,247.21
CRM,2021-12-21,252.55
CRM,2021-12-22,252.8
CRM,2021-12-23,253.14
CRM,2021-12-27,258.3
CRM,2021-12-28,255.45
CRM,2021-12-29,254.54
CRM,2021-12-30,255.33
CSCO,2021-12-16,60.31
CSCO,2021-12-17,60.46
CSCO,2021-12-20,60.36
CSCO,2021-12-21,61.03
CSCO,2021-12-22,61.53
CSCO,2021-12-23,62.28
CSCO,2021-12-27,63.42
CSCO,2021-12-28,63.53
CSCO,2021-12-29,63.96
CSCO,2021-12-30,63.62
CSX,2021-12-16,36.57
CSX,2021-12-17,35.72
CSX,2021-12-20,35.31
CSX,2021-12-21,35.95
CSX,2021-12-22,36.08
CSX,2021-12-23,36.79
CSX,2021-12-27,37.19
CSX,2021-12-28,37.42
CSX,2021-12-29,37.58
CSX,2021-12-30,37.32
CTAS,2021-12-16,454.81
CTAS,2021-12-17,438.51
CTAS,2021-12-20,429.94
CTAS,2021-12-21,436.79
CTAS,2021-12-22,428.89
CTAS,2021-12-23,435.0
CTAS,2021-12-27,442.08
CTAS,2021-12-28,444.1
CTAS,2021-12-29,444.94
CTAS,2021-12-30,439.55
CTLT,2021-12-16,126.97
CTLT,2021-12-17,125.37
CTLT,2021-12-20,119.57
CTLT,2021-12-21,124.53
CTLT,2021-12-22,124.58
CTLT,2021-12-23,124.96
CTLT,2021-12-27,126.36
CTLT,2021-12-28,125.36
CTLT,2021-12-29,128.08
CTLT,2021-12-30,128.51
CTRA,2021-12-16,20.08
CTRA,2021-12-17,19.66
CTRA,2021-12-20,19.42
CTRA,2021-12-21,19.64
CTRA,2021-12-22,19.75
CTRA,2021-12-23,19.39
CTRA,2021-12-27,19.91
CTRA,2021-12-28,19.96
CTRA,2021-12-29,20.01
CTRA,2021-12-30,19.55
CTSH,2021-12-16,84.68
CTSH,2021-12-17,84.82
CTSH,2021-12-20,82.91
CTSH,2021-12-21,85.2
CTSH,2021-12-22,85.9
CTSH,2021-12-23,86.29
CTSH,2021-12-27,88.09
CTSH,2021-12-28,88.73
CTSH,2021-12-29,89.59
CTSH,2021-12-30,88.94
CTVA,2021-12-16,46.98
CTVA,2021-12-17,46.08
CTVA,2021-12-20,44.76
CTVA,2021-12-21,45.82
CTVA,2021-12-22,45.93
CTVA,2021-12-23,46.44
CTVA,2021-12-27,47.01
CTVA,2021-12-28,47.38
CTVA,2021-12-29,47.35
CTVA,2021-12-30,47.12
CTXS,2021-12-16,84.72
CTXS,2021-12-17,83.52
CTXS,2021-12-20,83.65
CTXS,2021-12-21,95.05
CTXS,2021-12-22,94.32
CTXS,2021-12-23,97.88
CTXS,2021-12-27,95.15
CTXS,2021-12-28,96.1
CTXS,2021-12-29,96.96
CTXS,2021-12-30,95.73
CVS,2021-12-16,101.22
CVS,2021-12-17,100.36
CVS,2021-12-20,100.32
CVS,2021-12-21,100.79
CVS,2021-12-22,100.9
CVS,2021-12-23,101.31
CVS,2021-12-27,102.4
CVS,2021-12-28,102.77
CVS,2021-12-29,103.7
CVS,2021-12-30,103.68
CVX,2021-12-16,116.64
CVX,2021-12-17,113.6
CVX,2021-12-20,113.65
CVX,2021-12-21,115.47
CVX,2021-12-22,116.13
CVX,2021-12-23,116.41
CVX,2021-12-27,118.79
CVX,2021-12-28,118.56
CVX,2021-12-29,117.95
CVX,2021-12-30,117.43
CZR,2021-12-16,85.88
CZR,2021-12-17,87.91
CZR,2021-12-20,86.3
CZR,2021-12-21,93.85
CZR,2021-12-22,93.42
CZR,2021-12-23,94.76
CZR,2021-12-27,94.15
CZR,2021-12-28,92.78
CZR,2021-12-29,92.38
CZR,2021-12-30,92.99
D,2021-12-16,78.57
D,2021-12-17,76.63
D,2021-12-20,77.96
D,2021-12-21,77.14
D,2021-12-22,77.15
D,2021-12-23,77.34
D,2021-12-27,77.43
D,2021-12-28,77.91
D,2021-12-29,78.42
D,2021-12-30,78.47
DAL,2021-12-16,35.8
DAL,2021-12-17,36.56
DAL,2021-12-20,36.37
DAL,2021-12-21,38.52
DAL,2021-12-22,39.13
DAL,2021-12-23,39.3
DAL,2021-12-27,39.0
DAL,2021-12-28,39.63
DAL,2021-12-29,39.16
DAL,2021-12-30,39.04
DD,2021-12-16,78.71
DD,2021-12-17,76.51
DD,2021-12-20,75.21
DD,2021-12-21,76.49
DD,2021-12-22,77.0
DD,2021-12-23,78.54
DD,2021-12-27,79.81
DD,2021-12-28,80.45
DD,2021-12-29,80.59
DD,2021-12-30,80.13
DE,2021-12-16,347.232
DE,2021-12-17,345.976
DE,2021-12-20,337.631
DE,2021-12-21,348.748
DE,2021-12-22,345.946
DE,2021-12-23,348.159
DE,2021-12-27,349.685
DE,2021-12-28,348.708
DE,2021-12-29,344.66
DE,2021-12-30,342.03
DFS,2021-12-16,115.72
DFS,2021-12-17,114.11
DFS,2021-12-20,109.62
DFS,2021-12-21,115.17
DFS,2021-12-22,114.86
DFS,2021-12-23,115.34
DFS,2021-12-27,116.12
DFS,2021-12-28,116.07
DFS,2021-12-29,115.77
DFS,2021-12-30,115.83
DG,2021-12-16,225.66
DG,2021-12-17,222.5
DG,2021-12-20,220.4
DG,2021-12-21,221.72
DG,2021-12-22,220.22
DG,2021-12-23,221.33
DG,2021-12-27,224.69
DG,2021-12-28,228.32
DG,2021-12-29,233.58
DG,2021-12-30,235.83
DGX,2021-12-16,171.89
DGX,2021-12-17,171.2
DGX,2021-12-20,171.49
DGX,2021-12-21,167.1
DGX,2021-12-22,167.77
DGX,2021-12-23,167.05
DGX,2021-12-27,169.35
DGX,2021-12-28,169.34
DGX,2021-12-29,170.11
DGX,2021-12-30,171.34
DHI,2021-12-16,104.47
DHI,2021-12-17,103.02
DHI,2021-12-20,101.38
DHI,2021-12-21,103.49
DHI,2021-12-22,105.58
DHI,2021-12-23,104.92
DHI,2021-12-27,106.21
DHI,2021-12-28,106.95
DHI,2021-12-29,108.36
DHI,2021-12-30,107.51
DHR,2021-12-16,318.283
DHR,2021-12-17,313.207
DHR,2021-12-20,314.086
DHR,2021-12-21,313.716
DHR,2021-12-22,319.472
DHR,2021-12-23,320.582
DHR,2021-12-27,327.197
DHR,2021-12-28,323.23
DHR,2021-12-29,326.58
DHR,2021-12-30,328.47
DIS,2021-12-16,148.75
DIS,2021-12-17,148.76
DIS,2021-12-20,146.47
DIS,2021-12-21,151.05
DIS,2021-12-22,151.88
DIS,2021-12-23,153.63
DIS,2021-12-27,152.8
DIS,2021-12-28,155.2
DIS,2021-12-29,154.87
DIS,2021-12-30,155.93
DISCA,2021-12-16,23.41
DISCA,2021-12-17,23.28
DISCA,2021-12-20,22.89
DISCA,2021-12-21,23.53
DISCA,2021-12-22,23.63
DISCA,2021-12-23,24.42
DISCA,2021-12-27,24.36
DISCA,2021-12-28,24.33
DISCA,2021-12-29,23.87
DISCA,2021-12-30,24.45
DISCK,2021-12-16,22.59
DISCK,2021-12-17,22.42
DISCK,2021-12-20,22.02
DISCK,2021-12-21,22.61
DISCK,2021-12-22,22.82
DISCK,2021-12-23,23.57
DISCK,2021-12-27,23.51
DISCK,2021-12-28,23.52
DISCK,2021-12-29,23.1
DISCK,2021-12-30,23.69
DISH,2021-12-16,32.3
DISH,2021-12-17,33.25
DISH,2021-12-20,31.35
DISH,2021-12-21,32.04
DISH,2021-12-22,32.27
DISH,2021-12-23,32.87
DISH,2021-12-27,32.88
DISH,2021-12-28,32.85
DISH,2021-12-29,32.46
DISH,2021-12-30,32.85
DLR,2021-12-16,171.99
DLR,2021-12-17,171.54
DLR,2021-12-20,171.15
DLR,2021-12-21,169.88
DLR,2021-12-22,171.41
DLR,2021-12-23,169.81
DLR,2021-12-27,173.5
DLR,2021-12-28,174.86
DLR,2021-12-29,175.26
DLR,2021-12-30,176.09
DLTR,2021-12-16,138.09
DLTR,2021-12-17,136.32
DLTR,2021-12-20,136.38
DLTR,2021-12-21,136.48
DLTR,2021-12-22,136.52
DLTR,2021-12-23,137.0
DLTR,2021-12-27,138.47
DLTR,2021-12-28,139.29
DLTR,2021-12-29,140.3
DLTR,2021-12-30,141.27
DOV,2021-12-16,172.32
DOV,2021-12-17,170.29
DOV,2021-12-20,168.44
DOV,2021-12-21,171.33
DOV,2021-12-22,172.49
DOV,2021-12-23,173.74
DOV,2021-12-27,178.63
DOV,2021-12-28,179.81
DOV,2021-12-29,181.47
DOV,2021-12-30,180.67
DOW,2021-12-16,54.6
DOW,2021-12-17,54.1
DOW,2021-12-20,53.51
DOW,2021-12-21,54.2
DOW,2021-12-22,54.23
DOW,2021-12-23,55.14
DOW,2021-12-27,55.87
DOW,2021-12-28,56.63
DOW,2021-12-29,57.06
DOW,2021-12-30,56.78
DPZ,2021-12-16,532.2
DPZ,2021-12-17,528.38
DPZ,2021-12-20,530.61
DPZ,2021-12-21,529.96
DPZ,2021-12-22,534.83
DPZ,2021-12-23,545.84
DPZ,2021-12-27,557.21
DPZ,2021-12-28,557.77
DPZ,2021-12-29,562.4
DPZ,2021-12-30,557.41
DRE,2021-12-16,62.58
DRE,2021-12-17,62.09
DRE,2021-12-20,62.31
DRE,2021-12-21,62.26
DRE,2021-12-22,62.77
DRE,2021-12-23,62.59
DRE,2021-12-27,64.3
DRE,2021-12-28,64.4
DRE,2021-12-29,65.14
DRE,2021-12-30,65.15
DRI,2021-12-16,147.13
DRI,2021-12-17,139.83
DRI,2021-12-20,138.06
DRI,2021-12-21,142.91
DRI,2021-12-22,145.13
DRI,2021-12-23,148.84
DRI,2021-12-27,150.23
DRI,2021-12-28,149.37
DRI,2021-12-29,149.02
DRI,2021-12-30,149.33
DTE,2021-12-16,119.445
DTE,2021-12-17,116.6
DTE,2021-12-20,117.13
DTE,2021-12-21,116.48
DTE,2021-12-22,116.7
DTE,2021-12-23,116.82
DTE,2021-12-27,117.85
DTE,2021-12-28,118.73
DTE,2021-12-29,119.38
DTE,2021-12-30,119.32
DUK,2021-12-16,104.54
DUK,2021-12-17,103.04
DUK,2021-12-20,103.67
DUK,2021-12-21,103.02
DUK,2021-12-22,103.16
DUK,2021-12-23,102.97
DUK,2021-12-27,103.29
DUK,2021-12-28,104.57
DUK,2021-12-29,104.76
DUK,2021-12-30,104.79
DVA,2021-12-16,105.39
DVA,2021-12-17,104.87
DVA,2021-12-20,106.93
DVA,2021-12-21,108.86
DVA,2021-12-22,109.68
DVA,2021-12-23,111.42
DVA,2021-12-27,111.17
DVA,2021-12-28,112.56
DVA,2021-12-29,113.43
DVA,2021-12-30,113.28
DVN,2021-12-16,40.36
DVN,2021-12-17,39.2
DVN,2021-12-20,38.26
DVN,2021-12-21,41.31
DVN,2021-12-22,42.29
DVN,2021-12-23,42.05
DVN,2021-12-27,44.61
DVN,2021-12-28,44.5
DVN,2021-12-29,44.2
DVN,2021-12-30,43.67
DXC,2021-12-16,31.43
DXC,2021-12-17,30.63
DXC,2021-12-20,29.98
DXC,2021-12-21,31.35
DXC,2021-12-22,31.96
DXC,2021-12-23,32.57
DXC,2021-12-27,32.79
DXC,2021-12-28,32.75
DXC,2021-12-29,32.43
DXC,2021-12-30,32.39
DXCM,2021-12-16,529.36
DXCM,2021-12-17,555.34
DXCM,2021-12-20,544.89
DXCM,2021-12-21,565.9
DXCM,2021-12-22,572.79
DXCM,2021-12-23,572.01
DXCM,2021-12-27,569.88
DXCM,2021-12-28,529.5
DXCM,2021-12-29,535.4
DXCM,2021-12-30,541.31
EA,2021-12-16,129.39
EA,2021-12-17,127.52
EA,2021-12-20,129.92
EA,2021-12-21,132.17
EA,2021-12-22,131.47
EA,2021-12-23,132.54
EA,2021-12-27,133.04
EA,2021-12-28,133.47
EA,2021-12-29,133.14
EA,2021-12-30,134.46
EBAY,2021-12-16,64.04
EBAY,2021-12-17,64.03
EBAY,2021-12-20,63.79
EBAY,2021-12-21,63.71
EBAY,2021-12-22,63.94
EBAY,2021-12-23,64.89
EBAY,2021-12-27,65.66
EBAY,2021-12-28,66.08
EBAY,2021-12-29,66.46
EBAY,2021-12-30,66.78
ECL,2021-12-16,229.85
ECL,2021-12-17,225.45
ECL,2021-12-20,224.02
ECL,2021-12-21,225.49
ECL,2021-12-22,226.83
ECL,2021-12-23,228.24
ECL,2021-12-27,231.67
ECL,2021-12-28,234.13
ECL,2021-12-29,235.64
ECL,2021-12-30,234.01
ED,2021-12-16,84.69
ED,2021-12-17,83.82
ED,2021-12-20,84.04
ED,2021-12-21,83.37
ED,2021-12-22,83.85
ED,2021-12-23,83.77
ED,2021-12-27,83.73
ED,2021-12-28,84.4
ED,2021-12-29,85.1
ED,2021-12-30,85.18
EFX,2021-12-16,290.24
EFX,2021-12-17,276.64
EFX,2021-12-20,275.97
EFX,2021-12-21,280.07
EFX,2021-12-22,283.4
EFX,2021-12-23,287.03
EFX,2021-12-27,291.1
EFX,2021-12-28,294.01
EFX,2021-12-29,294.33
EFX,2021-12-30,291.54
EIX,2021-12-16,67.265
EIX,2021-12-17,66.018
EIX,2021-12-20,66.453
EIX,2021-12-21,66.552
EIX,2021-12-22,66.928
EIX,2021-12-23,66.978
EIX,2021-12-27,66.928
EIX,2021-12-28,67.502
EIX,2021-12-29,67.74
EIX,2021-12-30,67.63
EL,2021-12-16,362.68
EL,2021-12-17,345.96
EL,2021-12-20,345.54
EL,2021-12-21,352.75
EL,2021-12-22,361.7
EL,2021-12-23,365.99
EL,2021-12-27,369.27
EL,2021-12-28,367.8
EL,2021-12-29,370.08
EL,2021-12-30,367.34
EMN,2021-12-16,120.1
EMN,2021-12-17,118.68
EMN,2021-12-20,115.76
EMN,2021-12-21,115.27
EMN,2021-12-22,116.16
EMN,2021-12-23,117.39
EMN,2021-12-27,118.99
EMN,2021-12-28,119.8
EMN,2021-12-29,120.27
EMN,2021-12-30,119.7
EMR,2021-12-16,93.89
EMR,2021-12-17,90.69
EMR,2021-12-20,89.46
EMR,2021-12-21,91.03
EMR,2021-12-22,89.87
EMR,2021-12-23,91.28
EMR,2021-12-27,92.17
EMR,2021-12-28,92.89
EMR,2021-12-29,92.95
EMR,2021-12-30,92.66
ENPH,2021-12-16,190.85
ENPH,2021-12-17,189.11
ENPH,2021-12-20,178.73
ENPH,2021-12-21,189.0
ENPH,2021-12-22,189.33
ENPH,2021-12-23,188.17
ENPH,2021-12-27,188.69
ENPH,2021-12-28,186.79
ENPH,2021-12-29,185.47
ENPH,2021-12-30,186.41
EOG,2021-12-16,86.19
EOG,2021-12-17,84.0
EOG,2021-12-20,83.58
EOG,2021-12-21,86.35
EOG,2021-12-22,87.22
EOG,2021-12-23,87.18
EOG,2021-12-27,90.78
EOG,2021-12-28,90.22
EOG,2021-12-29,89.85
EOG,2021-12-30,89.18
EQIX,2021-12-16,822.9
EQIX,2021-12-17,822.26
EQIX,2021-12-20,822.35
EQIX,2021-12-21,804.58
EQIX,2021-12-22,818.73
EQIX,2021-12-23,818.76
EQIX,2021-12-27,835.11
EQIX,2021-12-28,838.01
EQIX,2021-12-29,842.0
EQIX,2021-12-30,845.49
EQR,2021-12-16,87.543
EQR,2021-12-17,87.066
EQR,2021-12-20,86.152
EQR,2021-12-21,87.394
EQR,2021-12-22,87.861
EQR,2021-12-23,87.593
EQR,2021-12-27,88.785
EQR,2021-12-28,89.301
EQR,2021-12-29,89.947
EQR,2021-12-30,89.937
ES,2021-12-16,90.91
ES,2021-12-17,89.4
ES,2021-12-20,89.67
ES,2021-12-21,88.96
ES,2021-12-22,89.35
ES,2021-12-23,89.44
ES,2021-12-27,89.22
ES,2021-12-28,90.06
ES,2021-12-29,90.61
ES,2021-12-30,91.14
ESS,2021-12-16,340.132
ESS,2021-12-17,339.735
ESS,2021-12-20,335.073
ESS,2021-12-21,338.711
ESS,2021-12-22,341.554
ESS,2021-12-23,340.639
ESS,2021-12-27,344.457
ESS,2021-12-28,347.548
ESS,2021-12-29,350.123
ESS,2021-12-30,350.6
ETN,2021-12-16,168.8
ETN,2021-12-17,165.07
ETN,2021-12-20,164.06
ETN,2021-12-21,167.24
ETN,2021-12-22,166.74
ETN,2021-12-23,168.04
ETN,2021-12-27,170.67
ETN,2021-12-28,171.2
ETN,2021-12-29,171.71
ETN,2021-12-30,171.42
ETR,2021-12-16,110.67
ETR,2021-12-17,109.52
ETR,2021-12-20,109.45
ETR,2021-12-21,109.27
ETR,2021-12-22,109.98
ETR,2021-12-23,110.09
ETR,2021-12-27,110.83
ETR,2021-12-28,111.89
ETR,2021-12-29,112.49
ETR,2021-12-30,111.64
ETSY,2021-12-16,218.29
ETSY,2021-12-17,221.6
ETSY,2021-12-20,218.48
ETSY,2021-12-21,224.78
ETSY,2021-12-22,225.1
ETSY,2021-12-23,228.09
ETSY,2021-12-27,229.67
ETSY,2021-12-28,221.73
ETSY,2021-12-29,221.91
ETSY,2021-12-30,222.01
EVRG,2021-12-16,68.13
EVRG,2021-12-17,66.89
EVRG,2021-12-20,66.91
EVRG,2021-12-21,66.28
EVRG,2021-12-22,66.63
EVRG,2021-12-23,66.75
EVRG,2021-12-27,67.48
EVRG,2021-12-28,68.34
EVRG,2021-12-29,68.51
EVRG,2021-12-30,68.43
EW,2021-12-16,119.57
EW,2021-12-17,122.12
EW,2021-12-20,120.03
EW,2021-12-21,124.4
EW,2021-12-22,127.83
EW,2021-12-23,128.57
EW,2021-12-27,130.58
EW,2021-12-28,129.35
EW,2021-12-29,130.64
EW,2021-12-30,130.68
EXC,2021-12-16,54.36
EXC,2021-12-17,53.52
EXC,2021-12-20,53.4
EXC,2021-12-21,53.94
EXC,2021-12-22,54.37
EXC,2021-12-23,54.49
EXC,2021-12-27,54.81
EXC,2021-12-28,55.61
EXC,2021-12-29,56.65
EXC,2021-12-30,57.35
EXPD,2021-12-16,135.62
EXPD,2021-12-17,129.93
EXPD,2021-12-20,127.03
EXPD,2021-12-21,127.47
EXPD,2021-12-22,129.08
EXPD,2021-12-23,130.76
EXPD,2021-12-27,133.04
EXPD,2021-12-28,132.97
EXPD,2021-12-29,133.18
EXPD,2021-12-30,133.4
EXPE,2021-12-16,154.43
EXPE,2021-12-17,159.31
EXPE,2021-12-20,162.43
EXPE,2021-12-21,177.27
EXPE,2021-12-22,182.42
EXPE,2021-12-23,183.78
EXPE,2021-12-27,182.25
EXPE,2021-12-28,180.8
EXPE,2021-12-29,180.97
EXPE,2021-12-30,181.47
EXR,2021-12-16,214.41
EXR,2021-12-17,215.15
EXR,2021-12-20,215.8
EXR,2021-12-21,215.73
EXR,2021-12-22,219.05
EXR,2021-12-23,218.0
EXR,2021-12-27,221.75
EXR,2021-12-28,222.55
EXR,2021-12-29,225.42
EXR,2021-12-30,225.57
F,2021-12-16,20.35
F,2021-12-17,19.77
F,2021-12-20,19.42
F,2021-12-21,19.61
F,2021-12-22,20.14
F,2021-12-23,20.25
F,2021-12-27,20.8
F,2021-12-28,20.76
F,2021-12-29,20.56
F,2021-12-30,20.47
FANG,2021-12-16,105.3
FANG,2021-12-17,102.43
FANG,2021-12-20,99.12
FANG,2021-12-21,104.9
FANG,2021-12-22,105.69
FANG,2021-12-23,105.94
FANG,2021-12-27,111.14
FANG,2021-12-28,110.16
FANG,2021-12-29,108.71
FANG,2021-12-30,107.31
FAST,2021-12-16,63.46
FAST,2021-12-17,62.05
FAST,2021-12-20,61.32
FAST,2021-12-21,61.59
FAST,2021-12-22,62.04
FAST,2021-12-23,62.59
FAST,2021-12-27,63.58
FAST,2021-12-28,63.88
FAST,2021-12-29,64.42
FAST,2021-12-30,63.81
FB,2021-12-16,334.9
FB,2021-12-17,333.79
FB,2021-12-20,325.45
FB,2021-12-21,334.2
FB,2021-12-22,330.45
FB,2021-12-23,335.24
FB,2021-12-27,346.18
FB,2021-12-28,346.22
FB,2021-12-29,342.94
FB,2021-12-30,344.36
FBHS,2021-12-16,104.89
FBHS,2021-12-17,100.74
FBHS,2021-12-20,97.19
FBHS,2021-12-21,99.56
FBHS,2021-12-22,100.47
FBHS,2021-12-23,102.75
FBHS,2021-12-27,104.76
FBHS,2021-12-28,105.91
FBHS,2021-12-29,106.63
FBHS,2021-12-30,105.78
FCX,2021-12-16,38.28
FCX,2021-12-17,38.0
FCX,2021-12-20,37.42
FCX,2021-12-21,39.18
FCX,2021-12-22,40.14
FCX,2021-12-23,41.13
FCX,2021-12-27,41.99
FCX,2021-12-28,41.99
FCX,2021-12-29,41.98
FCX,2021-12-30,41.62
FDX,2021-12-16,238.52
FDX,2021-12-17,250.32
FDX,2021-12-20,245.55
FDX,2021-12-21,251.95
FDX,2021-12-22,249.96
FDX,2021-12-23,253.82
FDX,2021-12-27,256.25
FDX,2021-12-28,256.44
FDX,2021-12-29,257.49
FDX,2021-12-30,258.56
FE,2021-12-16,40.31
FE,2021-12-17,40.08
FE,2021-12-20,40.28
FE,2021-12-21,40.24
FE,2021-12-22,40.52
FE,2021-12-23,40.53
FE,2021-12-27,40.45
FE,2021-12-28,40.99
FE,2021-12-29,41.18
FE,2021-12-30,41.36
FFIV,2021-12-16,233.93
FFIV,2021-12-17,233.0
FFIV,2021-12-20,230.28
FFIV,2021-12-21,233.16
FFIV,2021-12-22,230.91
FFIV,2021-12-23,234.84
FFIV,2021-12-27,243.32
FFIV,2021-12-28,246.71
FFIV,2021-12-29,247.78
FFIV,2021-12-30,245.4
FIS,2021-12-16,108.47
FIS,2021-12-17,107.98
FIS,2021-12-20,104.65
FIS,2021-12-21,109.9
FIS,2021-12-22,110.0
FIS,2021-12-23,109.05
FIS,2021-12-27,108.44
FIS,2021-12-28,109.29
FIS,2021-12-29,109.25
FIS,2021-12-30,109.99
FISV,2021-12-16,104.82
FISV,2021-12-17,103.65
FISV,2021-12-20,100.52
FISV,2021-12-21,105.26
FISV,2021-12-22,106.19
FISV,2021-12-23,105.54
FISV,2021-12-27,103.94
FISV,2021-12-28,104.7
FISV,2021-12-29,104.27
FISV,2021-12-30,104.52
FITB,2021-12-16,43.233
FITB,2021-12-17,41.971
